Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,VideoPath,AudioPath,Label
8142,Okay.,Monica,neutral,neutral,819,12,7,4,"0:06:26,600","0:06:27,057",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U12.wav,neutral
8143,"So, Ross and I are going to",Chandler,neutral,neutral,819,13,7,4,"00:06:27,261","00:06:29,596",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U13.wav,neutral
8144,Oh my God. He threw up?,Monica,disgust,negative,819,14,7,4,"00:06:44,612","00:06:46,196",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U14.wav,neutral
8145,"No, he visited a little town south of throw up.  So what was Phoebes secret?",Chandler,neutral,neutral,819,15,7,4,"00:06:46,447","00:06:54,413",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U15.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U15.wav,neutral
8146,"Oh, Nancy Thompson from Phoebes old massage place is getting fired.",Monica,neutral,neutral,819,16,7,4,"00:06:54,664","00:06:57,916",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U16.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U16.wav,neutral
8147,Thats it?! I gave up my,Chandler,joy,positive,819,17,7,4,"00:07:02,672","00:07:05,757",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U17.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U17.wav,neutral
8148,Thats right! You lose sucker!!  Please still marry me.,Monica,joy,positive,819,18,7,4,"00:07:05,967","00:07:12,889",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E04_D819_U18.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E04_D819_U18.wav,neutral
8240,"Comin' through. Move, move.",Woman,anger,negative,828,0,1,5,"00:10:37,720","00:10:40,055",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U0.wav,anger
8241,"Oh, 'scuse me. I was kinda using that machine.",Rachel,joy,positive,828,1,1,5,"00:10:45,269","00:10:48,647",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U1.wav,cause
8242,"Yeah, well, now you're kinda not.",Woman,disgust,negative,828,2,1,5,"00:10:48,898","00:10:51,316",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U2.wav,cause
8243,But I saved it. I put my basket on top.,Rachel,anger,negative,828,3,1,5,"00:10:52,526","00:10:55,403",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U3.wav,anger
8244,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",Woman,anger,negative,828,4,1,5,"00:10:55,655","00:11:01,368",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U4.wav,anger
8245,What?,Rachel,surprise,negative,828,5,1,5,"00:11:03,913","00:11:04,954",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U5.wav,neutral
8246,"No suds, no save. Ok?",Woman,anger,negative,828,6,1,5,"00:11:06,123","00:11:09,292",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U6.wav,anger
8247,What's goin' on?,Ross,neutral,neutral,828,7,1,5,"00:11:12,171","00:11:13,630",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U7.wav,neutral
8248,"Hi, uh, nothing. That horrible woman just took my machine.",Rachel,disgust,negative,828,8,1,5,"00:11:13,839","00:11:17,592",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U8.wav,cause
8249,Was your basket on top?,Ross,neutral,neutral,828,9,1,5,"00:11:17,885","00:11:19,344",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U9.wav,neutral
8250,"Yeah, but, there were no suds.",Rachel,neutral,neutral,828,10,1,5,"0:11:19,595","0:11:20,888",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U10.wav,neutral
8251,So?,Ross,neutral,neutral,828,11,1,5,"0:11:20,888","0:11:21,868",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U11.wav,neutral
8252,"Well, you know, no suds, no save.",Rachel,neutral,neutral,828,12,1,5,"00:11:22,056","00:11:23,556",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U12.wav,neutral
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",Ross,anger,negative,828,13,1,5,"00:11:23,808","00:11:29,979",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U13.wav,anger
8254,"Hey, hey, hey, her stuff wasn't in it.",Woman,neutral,neutral,828,14,1,5,"00:11:30,231","00:11:32,399",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U14.wav,neutral
8255,"Hey, hey, hey, that's not the rule and you know it.",Ross,anger,negative,828,15,1,5,"00:11:32,650","00:11:36,653",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S01E05_D828_U15.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S01E05_D828_U15.wav,anger
8256,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,Phoebe,anger,negative,829,0,9,21,"00:09:33,072","00:09:42,247",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S09E21_D829_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S09E21_D829_U0.wav,anger
8257,"Well, I think this is a great place to work!",Receptionist,joy,positive,829,1,9,21,"00:09:42,832","00:09:46,001",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S09E21_D829_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S09E21_D829_U1.wav,neutral
8258,"Ok, are they listening?",Phoebe,anger,negative,829,2,9,21,"00:09:47,753","00:09:50,505",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S09E21_D829_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S09E21_D829_U2.wav,anger
8259,Varrrrrroom!,Chandler,joy,positive,830,0,3,7,"00:22:07,451","00:22:09,076",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U0.wav,neutral
8260,Hey!,Chandler,joy,positive,830,1,3,7,"0:22:11,246","0:22:11,708",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U1.wav,neutral
8261,Watch it lady!,Chandler,anger,negative,830,2,3,7,"0:22:11,708","0:22:13,764",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U2.wav,anger
8262,Varrrrrrrrrrom!,Chandler,joy,positive,830,3,3,7,"00:22:14,249","00:22:15,583",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U3.wav,neutral
8263,Hey-hey good lookin!,Chandler,joy,positive,830,4,3,7,"00:22:19,504","00:22:21,922",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U4.wav,cause
8264,Varrrrrrrrroom.,Chandler,joy,positive,830,5,3,7,"00:22:26,678","00:22:28,012",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U5.wav,neutral
8265,"All right, Ill leave.",Chandler,sadness,negative,830,6,3,7,"00:22:31,516","00:22:33,559",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U6.wav,neutral
8266,My beds so boring.,Chandler,sadness,negative,830,7,3,7,"00:22:33,727","00:22:35,978",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E07_D830_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E07_D830_U7.wav,neutral
8267,Ross do you realise this is the first time in my life Im doing something I actually care about.,Rachel,anger,negative,831,0,3,15,"00:12:08,060","00:12:15,442",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U0.wav,anger
8268,This is the first time in my life Im doing something that Im actually good at.,Rachel,anger,negative,831,1,3,15,"00:12:12,314","00:12:15,442",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U1.wav,anger
8269,I mean.,Rachel,neutral,neutral,831,2,3,15,"0:12:15,609","0:12:15,921",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U2.wav,neutral
8270,if you dont get that...,Rachel,anger,negative,831,3,3,15,"0:12:15,921","0:12:16,997",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U3.wav,anger
8271,"No, hey, I get that, okay, I get that big time.",Ross,anger,negative,831,4,3,15,"00:12:17,111","00:12:19,654",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U4.wav,cause
8272,"And Im happy for ya, but Im tired of having a relationship with your answering machine!",Ross,anger,negative,831,5,3,15,"00:12:17,111","00:12:22,323",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U5.wav,cause
8273,"Okay, I dont know what to do anymore.",Ross,sadness,negative,831,6,3,15,"0:12:22,491","0:12:23,910",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U6.wav,neutral
8274,Well neither do I!,Rachel,joy,positive,831,7,3,15,"0:12:23,910","0:12:25,816",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E15_D831_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E15_D831_U7.wav,neutral
8275,Hey!,Ross,anger,negative,832,0,4,10,"00:00:02,794","00:00:04,586",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U0.wav,anger
8276,"Im sorry Im late, did I miss anything?",Ross,neutral,neutral,832,1,4,10,"00:00:04,963","00:00:06,755",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U1.wav,neutral
8277,Joey stuffing 15,Phoebe,neutral,neutral,832,2,4,10,"00:00:07,007","00:00:09,675",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U2.wav,neutral
8278,15?  Your personal best! (Ross takes an,Ross,surprise,positive,832,3,4,10,"00:00:12,262","00:00:16,015",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U3.wav,neutral
8279,Where were you?,Phoebe,neutral,neutral,832,4,4,10,"00:00:19,060","00:00:20,436",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U4.wav,neutral
8280,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",Ross,neutral,neutral,832,5,4,10,"00:00:20,729","00:00:24,440",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U5.wav,neutral
8281,"Oh, yeah! How did you meet her?",Chandler,surprise,positive,832,6,4,10,"0:00:24,733","0:00:26,155",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U6.wav,neutral
8282,"Oh, which museum?",Phoebe,neutral,neutral,832,7,4,10,"0:00:26,155","0:00:27,614",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U7.wav,neutral
8283,"No, answer his.",Phoebe,neutral,neutral,832,8,4,10,"00:00:27,944","00:00:29,862",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U8.wav,neutral
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so shed have to pass by me if she wanted to switch cars.",Ross,joy,positive,832,9,4,10,"00:00:33,199","00:00:40,748",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U9.wav,neutral
8285,She was totally at my mercy.,Ross,joy,positive,832,10,4,10,"00:00:36,786","00:00:40,748",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U10.wav,cause
8286,Were you so late because you were burring this woman?,Chandler,sadness,negative,832,11,4,10,"00:00:40,957","00:00:44,251",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U11.wav,cause
8287,"No, Im getting back down cause she lives in Poughkeepsie.",Ross,neutral,neutral,832,12,4,10,"00:00:44,669","00:00:47,046",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U12.wav,neutral
8288,"She seems really great, but shes like totally great, but she lives two and a half hours away.",Ross,joy,positive,832,13,4,10,"00:00:47,255","00:00:50,632",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U13.wav,neutral
8289,How can she be great if shes from Poughkeepsie?  That joke wouldve killed in Albany.,Chandler,anger,negative,832,14,4,10,"00:00:50,884","00:00:57,806",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U14.wav,anger
8290,"Done! I did it! Heh, whos stupid now?",Joey,joy,positive,832,15,4,10,"00:00:58,808","00:01:03,437",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E10_D832_U15.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E10_D832_U15.wav,neutral
8291,"No, there is no way! It can",Monica,joy,positive,833,0,7,15,"00:07:28,531","00:07:31,825",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U0.wav,neutral
8292,Why is your family,Chandler,neutral,neutral,833,1,7,15,"00:07:44,839","00:07:47,591",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U1.wav,neutral
8293,He cannot play at our wedding!,Monica,anger,negative,833,2,7,15,"0:07:49,135","0:07:50,470",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U2.wav,cause
8294,I mean everyone will leave!,Monica,anger,negative,833,3,7,15,"0:07:50,470","0:07:52,318",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U3.wav,cause
8295,"I mean come on, that is just noise!",Monica,anger,negative,833,4,7,15,"00:07:52,430","00:07:55,307",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U4.wav,cause
8296,Its not even a song!,Monica,anger,negative,833,5,7,15,"00:07:55,475","00:07:57,392",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U5.wav,cause
8297,"If you listen very carefully, I think its",Chandler,neutral,neutral,833,6,7,15,"00:07:57,977","00:08:01,188",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E15_D833_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E15_D833_U6.wav,neutral
8314,"Look, I wanted to tell Im-Im sorry you lost.",Monica,sadness,negative,835,0,8,6,"00:20:59,758","00:21:02,510",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U0.wav,neutral
8315,"Listen, Ive got a secret for ya. I let him win.",Chandler,neutral,neutral,835,1,8,6,"00:21:02,678","00:21:06,472",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U1.wav,cause
8316,Is that a secret or a lie.,Monica,anger,negative,835,2,8,6,"00:21:06,640","00:21:09,850",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U2.wav,anger
8317,"No, I let him winRoss!",Chandler,neutral,neutral,835,3,8,6,"0:21:10,018","0:21:12,104",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U3.wav,neutral
8318,Yeah?,Ross,surprise,positive,835,4,8,6,"0:21:12,104","0:21:12,412",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U4.wav,neutral
8319,Would you tell her I let you win please?,Chandler,anger,negative,835,5,8,6,"00:21:12,521","00:21:14,730",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U5.wav,anger
8320,Oh. Yeah.  Uh Chandler,Ross,neutral,neutral,835,6,8,6,"00:21:14,898","00:21:18,150",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U6.wav,neutral
8321,I am strong! Ill show you!,Chandler,anger,negative,835,7,8,6,"00:21:26,201","00:21:29,120",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U7.wav,anger
8322,Chandler please!,Monica,disgust,negative,835,8,8,6,"00:21:29,288","00:21:30,913",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U8.wav,neutral
8323,Oh whats the matter? Are you scared?,Chandler,anger,negative,835,9,8,6,"00:21:31,081","00:21:32,999",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U9.wav,anger
8324,Lets go big bunny!,Monica,anger,negative,835,10,8,6,"00:21:34,001","00:21:35,584",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U10.wav,anger
8325,Okay. 123Go!   Im gonna kill myself!,Chandler,neutral,neutral,835,11,8,6,"00:21:45,387","00:21:54,020",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E06_D835_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E06_D835_U11.wav,neutral
8326,"Hey Ross, is uh, is Staten Island really an island?",Joey,neutral,neutral,836,0,5,21,"00:02:38,032","00:02:41,118",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U0.wav,neutral
8327,"Uh-huh, that's why they call it Staten",Ross,surprise,positive,836,1,5,21,"00:02:41,286","00:02:45,080",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U1.wav,neutral
8328,Ohhh. I thought it was like Long Island.,Joey,surprise,positive,836,2,5,21,"00:02:45,456","00:02:48,292",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U2.wav,neutral
8329,Also an island.,Ross,neutral,neutral,836,3,5,21,"00:02:53,798","00:02:55,215",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U3.wav,neutral
8330,"Hey, what time is it?",Joey,neutral,neutral,836,4,5,21,"0:02:57,051","0:02:57,927",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U4.wav,neutral
8331,2:17.,Ross,neutral,neutral,836,5,5,21,"0:02:57,927","0:02:59,104",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U5.wav,neutral
8332,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",Joey,surprise,positive,836,6,5,21,"00:02:59,971","00:03:03,807",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U6.wav,neutral
8333,Are you serious?!,Ross,surprise,positive,836,7,5,21,"00:03:04,434","00:03:05,475",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U7.wav,neutral
8334,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,Joey,neutral,neutral,836,8,5,21,"00:03:05,643","00:03:10,856",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U8.wav,neutral
8335,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,Ross,surprise,positive,836,9,5,21,"00:03:11,065","00:03:16,653",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U9.wav,neutral
8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",Joey,anger,negative,836,10,5,21,"00:03:18,239","00:03:23,243",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U10.wav,anger
8337,"Hey, you guys",Rachel,neutral,neutral,836,11,5,21,"0:03:27,790","0:03:28,750",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U11.wav,neutral
8338,Hey!,Joey,joy,positive,836,12,5,21,"0:03:28,750","0:03:29,932",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E21_D836_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E21_D836_U12.wav,neutral
8343,No Im not.,Ursula,anger,negative,839,0,6,14,"00:16:26,860","00:16:30,446",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D839_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D839_U0.wav,anger
8344,Youre making one right now!,Phoebe,anger,negative,839,1,6,14,"00:16:33,033","00:16:34,784",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D839_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D839_U1.wav,anger
8345,And-,Phoebe,neutral,neutral,839,2,6,14,"00:16:35,577","00:16:38,913",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D839_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D839_U2.wav,neutral
8346,"Yeah, can I help you with something?",Ursula,neutral,neutral,839,3,6,14,"00:16:39,123","00:16:41,040",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D839_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D839_U3.wav,neutral
